,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,legendary_sum
66,"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,100,5120,71,405,90,Superpower PokÃ©mon,70,1059860,1.5,80,Gorikyã‚´ãƒ¼ãƒªã‚­ãƒ¼,Machoke,75.4,67,50,60,45,fighting,,70.5,1,0,0.28258327686638596
67,"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,130,5120,71,505,45,Superpower PokÃ©mon,80,1059860,1.6,90,Kairikyã‚«ã‚¤ãƒªã‚­ãƒ¼,Machamp,75.4,68,65,85,55,fighting,,130.0,1,0,0.28258327686638596
68,"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,75,5120,71,300,255,Flower PokÃ©mon,35,1059860,0.7,50,Madatsubomiãƒžãƒ€ãƒ„ãƒœãƒŸ,Bellsprout,50.0,69,70,30,40,grass,poison,4.0,1,0,0.28258327686638596
69,"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,90,5120,71,390,120,Flycatcher PokÃ©mon,50,1059860,1.0,65,Utsudonã‚¦ãƒ„ãƒ‰ãƒ³,Weepinbell,50.0,70,85,45,55,grass,poison,6.4,1,0,0.28258327686638596
70,"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,105,5120,71,490,45,Flycatcher PokÃ©mon,65,1059860,1.7,80,Utsubotã‚¦ãƒ„ãƒœãƒƒãƒˆ,Victreebel,50.0,71,100,70,70,grass,poison,15.5,1,0,0.28258327686638596
71,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,40,5120,71,335,190,Jellyfish PokÃ©mon,35,1250000,0.9,40,Menokurageãƒ¡ãƒŽã‚¯ãƒ©ã‚²,Tentacool,50.0,72,50,100,70,water,poison,45.5,1,0,0.28258327686638596
72,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,70,5120,71,515,60,Jellyfish PokÃ©mon,65,1250000,1.6,80,Dokukurageãƒ‰ã‚¯ã‚¯ãƒ©ã‚²,Tentacruel,50.0,73,80,120,100,water,poison,55.0,1,0,0.28258327686638596
73,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,80,3840,71,300,255,Rock PokÃ©mon,100,1059860,,40,Isitsubuteã‚¤ã‚·ãƒ„ãƒ–ãƒ†,Geodude,50.0,74,30,30,20,rock,ground,,1,0,0.28258327686638596
74,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,95,3840,71,390,120,Rock PokÃ©mon,115,1059860,,55,Goloneã‚´ãƒ­ãƒ¼ãƒ³,Graveler,50.0,75,45,45,35,rock,ground,,1,0,0.28258327686638596
75,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,120,3840,71,495,45,Megaton PokÃ©mon,130,1059860,,80,Golonyaã‚´ãƒ­ãƒ¼ãƒ‹ãƒ£,Golem,50.0,76,55,65,45,rock,ground,,1,0,0.28258327686638596
76,"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,5120,71,410,190,Fire Horse PokÃ©mon,55,1000000,1.0,50,Ponytaãƒãƒ‹ãƒ¼ã‚¿,Ponyta,50.0,77,65,65,90,fire,,30.0,1,0,0.28258327686638596
77,"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,100,5120,71,500,60,Fire Horse PokÃ©mon,70,1000000,1.7,65,Gallopã‚®ãƒ£ãƒ­ãƒƒãƒ—,Rapidash,50.0,78,80,80,105,fire,,95.0,1,0,0.28258327686638596
78,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,65,5120,71,315,190,Dopey PokÃ©mon,65,1000000,1.2,90,Yadonãƒ¤ãƒ‰ãƒ³,Slowpoke,50.0,79,40,40,15,water,psychic,36.0,1,0,0.28258327686638596
79,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,71,590,75,Hermit Crab PokÃ©mon,180,1000000,1.6,95,Yadoranãƒ¤ãƒ‰ãƒ©ãƒ³,Slowbro,50.0,80,130,80,30,water,psychic,78.5,1,0,0.28258327686638596
80,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,35,5120,71,325,190,Magnet PokÃ©mon,70,1000000,0.3,25,Coilã‚³ã‚¤ãƒ«,Magnemite,,81,95,55,45,electric,steel,6.0,1,0,0.28258327686638596
81,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,60,5120,71,465,60,Magnet PokÃ©mon,95,1000000,1.0,50,Rarecoilãƒ¬ã‚¢ã‚³ã‚¤ãƒ«,Magneton,,82,120,70,70,electric,steel,60.0,1,0,0.28258327686638596
82,"['Keen Eye', 'Inner Focus', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,90,5120,71,377,45,Wild Duck PokÃ©mon,55,1000000,0.8,52,Kamonegiã‚«ãƒ¢ãƒã‚®,Farfetch'd,50.0,83,58,62,60,normal,flying,15.0,1,0,0.28258327686638596
83,"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,5120,71,310,190,Twin Bird PokÃ©mon,45,1000000,1.4,35,Dodoãƒ‰ãƒ¼ãƒ‰ãƒ¼,Doduo,50.0,84,35,35,75,normal,flying,39.2,1,0,0.28258327686638596
84,"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,110,5120,71,470,45,Triple Bird PokÃ©mon,70,1000000,1.8,60,Dodorioãƒ‰ãƒ¼ãƒ‰ãƒªã‚ª,Dodrio,50.0,85,60,60,110,normal,flying,85.2,1,0,0.28258327686638596
85,"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45,5120,71,325,190,Sea Lion PokÃ©mon,55,1000000,1.1,65,Pawouãƒ‘ã‚¦ãƒ¯ã‚¦,Seel,50.0,86,45,70,45,water,,90.0,1,0,0.28258327686638596
86,"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,70,5120,71,475,75,Sea Lion PokÃ©mon,80,1000000,1.7,90,Jugonã‚¸ãƒ¥ã‚´ãƒ³,Dewgong,50.0,87,70,95,70,water,ice,120.0,1,0,0.28258327686638596
87,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,80,5120,71,325,190,Sludge PokÃ©mon,50,1000000,,80,Betbeterãƒ™ãƒˆãƒ™ã‚¿ãƒ¼,Grimer,50.0,88,40,50,25,poison,poison,,1,0,0.28258327686638596
88,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,105,5120,71,500,75,Sludge PokÃ©mon,75,1000000,,105,Betbetonãƒ™ãƒˆãƒ™ãƒˆãƒ³,Muk,50.0,89,65,100,50,poison,poison,,1,0,0.28258327686638596
89,"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,71,305,190,Bivalve PokÃ©mon,100,1250000,0.3,30,Shellderã‚·ã‚§ãƒ«ãƒ€ãƒ¼,Shellder,50.0,90,45,25,40,water,,4.0,1,0,0.28258327686638596
90,"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,95,5120,71,525,60,Bivalve PokÃ©mon,180,1250000,1.5,50,Parshenãƒ‘ãƒ«ã‚·ã‚§ãƒ³,Cloyster,50.0,91,85,45,70,water,ice,132.5,1,0,0.28258327686638596
91,['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,35,5120,71,310,190,Gas PokÃ©mon,30,1059860,1.3,30,Ghosã‚´ãƒ¼ã‚¹,Gastly,50.0,92,100,35,80,ghost,poison,0.1,1,0,0.28258327686638596
92,['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,50,5120,71,405,90,Gas PokÃ©mon,45,1059860,1.6,45,Ghostã‚´ãƒ¼ã‚¹ãƒˆ,Haunter,50.0,93,115,55,95,ghost,poison,0.1,1,0,0.28258327686638596
93,['Cursed Body'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,65,5120,71,600,45,Shadow PokÃ©mon,80,1059860,1.5,60,Gangarã‚²ãƒ³ã‚¬ãƒ¼,Gengar,50.0,94,170,95,130,ghost,poison,40.5,1,0,0.28258327686638596
94,"['Rock Head', 'Sturdy', 'Weak Armor']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,45,6400,71,385,45,Rock Snake PokÃ©mon,160,1000000,8.8,35,Iwarkã‚¤ãƒ¯ãƒ¼ã‚¯,Onix,50.0,95,30,45,70,rock,ground,210.0,1,0,0.28258327686638596
95,"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,5120,71,328,190,Hypnosis PokÃ©mon,45,1000000,1.0,60,Sleepeã‚¹ãƒªãƒ¼ãƒ—,Drowzee,50.0,96,43,90,42,psychic,,32.4,1,0,0.28258327686638596
96,"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,73,5120,71,483,75,Hypnosis PokÃ©mon,70,1000000,1.6,85,Sleeperã‚¹ãƒªãƒ¼ãƒ‘ãƒ¼,Hypno,50.0,97,73,115,67,psychic,,75.6,1,0,0.28258327686638596
97,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,71,325,225,River Crab PokÃ©mon,90,1000000,0.4,30,Crabã‚¯ãƒ©ãƒ–,Krabby,50.0,98,25,25,50,water,,6.5,1,0,0.28258327686638596
98,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,130,5120,71,475,60,Pincer PokÃ©mon,115,1000000,1.3,55,Kinglerã‚­ãƒ³ã‚°ãƒ©ãƒ¼,Kingler,50.0,99,50,50,75,water,,60.0,1,0,0.28258327686638596
99,"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,30,5120,71,330,190,Ball PokÃ©mon,50,1000000,0.5,40,Biriridamaãƒ“ãƒªãƒªãƒ€ãƒž,Voltorb,,100,55,55,100,electric,,10.4,1,0,0.28258327686638596
100,"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,5120,71,490,60,Ball PokÃ©mon,70,1000000,1.2,60,Marumineãƒžãƒ«ãƒžã‚¤ãƒ³,Electrode,,101,80,80,150,electric,,66.6,1,0,0.28258327686638596
101,"['Chlorophyll', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,40,5120,71,325,90,Egg PokÃ©mon,80,1250000,0.4,60,Tamatamaã‚¿ãƒžã‚¿ãƒž,Exeggcute,50.0,102,60,45,40,grass,psychic,2.5,1,0,0.28258327686638596
102,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,105,5120,71,530,45,Coconut PokÃ©mon,85,1250000,,95,NassyãƒŠãƒƒã‚·ãƒ¼,Exeggutor,50.0,103,125,75,45,grass,psychic,,1,0,0.28258327686638596
103,"['Rock Head', 'Lightningrod', 'Battle Armor']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,50,5120,71,320,190,Lonely PokÃ©mon,95,1000000,0.4,50,Karakaraã‚«ãƒ©ã‚«ãƒ©,Cubone,50.0,104,40,50,35,ground,,6.5,1,0,0.28258327686638596
104,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,80,5120,71,425,75,Bone Keeper PokÃ©mon,110,1000000,,60,Garagaraã‚¬ãƒ©ã‚¬ãƒ©,Marowak,50.0,105,50,80,45,ground,fire,,1,0,0.28258327686638596
105,"['Limber', 'Reckless', 'Unburden']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,6400,71,455,45,Kicking PokÃ©mon,53,1000000,1.5,50,Sawamularã‚µãƒ¯ãƒ ãƒ©ãƒ¼,Hitmonlee,100.0,106,35,110,87,fighting,,49.8,1,0,0.28258327686638596
106,"['Keen Eye', 'Iron Fist', 'Inner Focus']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105,6400,71,455,45,Punching PokÃ©mon,79,1000000,1.4,50,Ebiwalarã‚¨ãƒ“ãƒ¯ãƒ©ãƒ¼,Hitmonchan,100.0,107,35,110,76,fighting,,50.2,1,0,0.28258327686638596
107,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,5120,71,385,45,Licking PokÃ©mon,75,1000000,1.2,90,Beroringaãƒ™ãƒ­ãƒªãƒ³ã‚¬,Lickitung,50.0,108,60,75,30,normal,,65.5,1,0,0.28258327686638596
108,['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,65,5120,71,340,190,Poison Gas PokÃ©mon,95,1000000,0.6,40,Dogarsãƒ‰ã‚¬ãƒ¼ã‚¹,Koffing,50.0,109,60,45,35,poison,,1.0,1,0,0.28258327686638596
109,['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,90,5120,71,490,60,Poison Gas PokÃ©mon,120,1000000,1.2,65,Matadogasãƒžã‚¿ãƒ‰ã‚¬ã‚¹,Weezing,50.0,110,85,70,60,poison,,9.5,1,0,0.28258327686638596
110,"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,85,5120,71,345,120,Spikes PokÃ©mon,95,1250000,1.0,80,Sihornã‚µã‚¤ãƒ›ãƒ¼ãƒ³,Rhyhorn,50.0,111,30,30,25,ground,rock,115.0,1,0,0.28258327686638596
111,"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,130,5120,71,485,60,Drill PokÃ©mon,120,1250000,1.9,105,Sidonã‚µã‚¤ãƒ‰ãƒ³,Rhydon,50.0,112,45,45,40,ground,rock,120.0,1,0,0.28258327686638596
112,"['Natural Cure', 'Serene Grace', 'Healer']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,10240,141,450,30,Egg PokÃ©mon,5,800000,1.1,250,Luckyãƒ©ãƒƒã‚­ãƒ¼,Chansey,0.0,113,35,105,50,normal,,34.6,1,0,0.28258327686638596
113,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55,5120,71,435,45,Vine PokÃ©mon,115,1000000,1.0,65,Monjaraãƒ¢ãƒ³ã‚¸ãƒ£ãƒ©,Tangela,50.0,114,100,40,60,grass,,35.0,1,0,0.28258327686638596
114,"['Early Bird', 'Scrappy', 'Inner Focus']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,5120,71,590,45,Parent PokÃ©mon,100,1000000,2.2,105,Garuraã‚¬ãƒ«ãƒ¼ãƒ©,Kangaskhan,0.0,115,60,100,100,normal,,80.0,1,0,0.28258327686638596
115,"['Swift Swim', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,40,5120,71,295,225,Dragon PokÃ©mon,70,1000000,0.4,30,Tattuã‚¿ãƒƒãƒ„ãƒ¼,Horsea,50.0,116,70,25,60,water,,8.0,1,0,0.28258327686638596
116,"['Poison Point', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,71,440,75,Dragon PokÃ©mon,95,1000000,1.2,55,Seadraã‚·ãƒ¼ãƒ‰ãƒ©,Seadra,50.0,117,95,45,85,water,,25.0,1,0,0.28258327686638596
117,"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,67,5120,71,320,225,Goldfish PokÃ©mon,60,1000000,0.6,45,Tosakintoãƒˆã‚µã‚­ãƒ³ãƒˆ,Goldeen,50.0,118,35,50,63,water,,15.0,1,0,0.28258327686638596
118,"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,5120,71,450,60,Goldfish PokÃ©mon,65,1000000,1.3,80,Azumaoã‚¢ã‚ºãƒžã‚ªã‚¦,Seaking,50.0,119,65,80,68,water,,39.0,1,0,0.28258327686638596
119,"['Illuminate', 'Natural Cure', 'Analytic']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45,5120,71,340,225,Starshape PokÃ©mon,55,1250000,0.8,30,Hitodemanãƒ’ãƒˆãƒ‡ãƒžãƒ³,Staryu,,120,70,55,85,water,,34.5,1,0,0.28258327686638596
120,"['Illuminate', 'Natural Cure', 'Analytic']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,71,520,60,Mysterious PokÃ©mon,85,1250000,1.1,60,Starmieã‚¹ã‚¿ãƒ¼ãƒŸãƒ¼,Starmie,,121,100,85,115,water,psychic,80.0,1,0,0.28258327686638596
121,"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,45,6400,71,460,45,Barrier PokÃ©mon,65,1000000,1.3,40,Barrierdãƒãƒªãƒ¤ãƒ¼ãƒ‰,Mr. Mime,50.0,122,100,120,90,psychic,fairy,54.5,1,0,0.28258327686638596
122,"['Swarm', 'Technician', 'Steadfast']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,110,6400,71,500,45,Mantis PokÃ©mon,80,1000000,1.5,70,Strikeã‚¹ãƒˆãƒ©ã‚¤ã‚¯,Scyther,50.0,123,55,80,105,bug,flying,56.0,1,0,0.28258327686638596
123,"['Oblivious', 'Forewarn', 'Dry Skin']",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,50,6400,71,455,45,Humanshape PokÃ©mon,35,1000000,1.4,65,Rougelaãƒ«ãƒ¼ã‚¸ãƒ¥ãƒ©,Jynx,0.0,124,115,95,95,ice,psychic,40.6,1,0,0.28258327686638596
124,"['Static', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,83,6400,71,490,45,Electric PokÃ©mon,57,1000000,1.1,65,Elebooã‚¨ãƒ¬ãƒ–ãƒ¼,Electabuzz,75.4,125,95,85,105,electric,,30.0,1,0,0.28258327686638596
125,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,6400,71,495,45,Spitfire PokÃ©mon,57,1000000,1.3,65,Booberãƒ–ãƒ¼ãƒãƒ¼,Magmar,75.4,126,100,85,93,fire,,44.5,1,0,0.28258327686638596
126,"['Hyper Cutter', 'Mold Breaker', 'Moxie']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,155,6400,71,600,45,Stagbeetle PokÃ©mon,120,1250000,1.5,65,Kailiosã‚«ã‚¤ãƒ­ã‚¹,Pinsir,50.0,127,65,90,105,bug,,55.0,1,0,0.28258327686638596
127,"['Intimidate', 'Anger Point', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,5120,71,490,45,Wild Bull PokÃ©mon,95,1250000,1.4,75,Kentaurosã‚±ãƒ³ã‚¿ãƒ­ã‚¹,Tauros,100.0,128,40,70,110,normal,,88.4,1,0,0.28258327686638596
128,"['Swift Swim', 'Rattled']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,10,1280,71,200,255,Fish PokÃ©mon,55,1250000,0.9,20,Koikingã‚³ã‚¤ã‚­ãƒ³ã‚°,Magikarp,50.0,129,15,20,80,water,,10.0,1,0,0.28258327686638596
129,"['Intimidate', 'Moxie']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,155,1280,71,640,45,Atrocious PokÃ©mon,109,1250000,6.5,95,Gyaradosã‚®ãƒ£ãƒ©ãƒ‰ã‚¹,Gyarados,50.0,130,70,130,81,water,flying,235.0,1,0,0.28258327686638596
130,"['Water Absorb', 'Shell Armor', 'Hydration']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,85,10240,71,535,45,Transport PokÃ©mon,80,1250000,2.5,130,Laplaceãƒ©ãƒ—ãƒ©ã‚¹,Lapras,50.0,131,85,95,60,water,ice,220.0,1,0,0.28258327686638596
131,"['Limber', 'Imposter']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48,5120,71,288,35,Transform PokÃ©mon,48,1000000,0.3,48,Metamonãƒ¡ã‚¿ãƒ¢ãƒ³,Ditto,,132,48,48,48,normal,,4.0,1,0,0.28258327686638596
